.model,Date,extent,trend,season_12,remainder,season_adjust
STL(extent ~ trend() + season(period = 12)),1989-12-01,13.39,11.972395516432517,1.2950632200164223,0.12254126355106187,12.094936779983579
STL(extent ~ trend() + season(period = 12)),1990-01-01,14.78,11.934359944283278,2.772622801318607,0.07301725439811513,12.007377198681393
STL(extent ~ trend() + season(period = 12)),1990-02-01,15.58,11.896324372134039,3.56384092941139,0.11983469845457151,12.01615907058861
STL(extent ~ trend() + season(period = 12)),1990-03-01,15.87,11.848250115469659,3.6809817833428036,0.3407681011875372,12.189018216657196
STL(extent ~ trend() + season(period = 12)),1990-04-01,14.65,11.80017585880528,2.8277395559041767,0.022084585290544467,11.822260444095825
STL(extent ~ trend() + season(period = 12)),1990-05-01,13.23,11.7521016021409,1.3819538440420882,0.09594455381701117,11.848046155957912
STL(extent ~ trend() + season(period = 12)),1990-06-01,11.64,11.723776528198687,0.05730737272996402,-0.14108390092865086,11.582692627270037
STL(extent ~ trend() + season(period = 12)),1990-07-01,9.25,11.695451454256476,-2.1624917377467754,-0.2829597165097013,11.412491737746775
STL(extent ~ trend() + season(period = 12)),1990-08-01,6.8,11.667126380314263,-4.435150789836646,-0.43197559047761835,11.235150789836645
STL(extent ~ trend() + season(period = 12)),1990-09-01,6.14,11.664757846657912,-5.101229540520488,-0.423528306137424,11.241229540520488
STL(extent ~ trend() + season(period = 12)),1990-10-01,8.48,11.662389313001558,-3.1046176253146776,-0.07777168768688014,11.584617625314678
STL(extent ~ trend() + season(period = 12)),1990-11-01,11.08,11.660020779345206,-0.7914844433693488,0.21146366402414074,11.871484443369347
STL(extent ~ trend() + season(period = 12)),1990-12-01,13.11,11.68577405680808,1.330116460064997,0.09410948312692291,11.779883539935003
STL(extent ~ trend() + season(period = 12)),1991-01-01,14.36,11.711527334270956,2.775438394118183,-0.12696572838913944,11.584561605881817
STL(extent ~ trend() + season(period = 12)),1991-02-01,15.25,11.73728061173383,3.557050901472049,-0.04433151320587925,11.69294909852795
STL(extent ~ trend() + season(period = 12)),1991-03-01,15.42,11.754763999497795,3.675298140531868,-0.010062140029662103,11.744701859468133
STL(extent ~ trend() + season(period = 12)),1991-04-01,14.86,11.772247387261759,2.830838465243639,0.2569141474946015,12.02916153475636
STL(extent ~ trend() + season(period = 12)),1991-05-01,13.47,11.789730775025724,1.3893689849368989,0.29090024003737724,12.080631015063101
STL(extent ~ trend() + season(period = 12)),1991-06-01,12.11,11.792152871569794,0.059509712510885195,0.25833741591932124,12.050490287489115
STL(extent ~ trend() + season(period = 12)),1991-07-01,9.51,11.794574968113864,-2.17928059310165,-0.10529437501221395,11.68928059310165
STL(extent ~ trend() + season(period = 12)),1991-08-01,7.42,11.796997064657933,-4.429895997032475,0.05289893237454102,11.849895997032474
STL(extent ~ trend() + season(period = 12)),1991-09-01,6.47,11.799051234299712,-5.137069443121699,-0.19198179117801395,11.607069443121699
STL(extent ~ trend() + season(period = 12)),1991-10-01,8.54,11.80110540394149,-3.108654227692112,-0.15245117624937876,11.648654227692111
STL(extent ~ trend() + season(period = 12)),1991-11-01,10.88,11.803159573583269,-0.7760931848377949,-0.14706638874547373,11.656093184837795
STL(extent ~ trend() + season(period = 12)),1991-12-01,12.95,11.830533468455393,1.331865727204704,-0.21239919566009746,11.618134272795295
STL(extent ~ trend() + season(period = 12)),1992-01-01,14.64,11.857907363327516,2.766252966004494,0.01583967066799019,11.873747033995507
STL(extent ~ trend() + season(period = 12)),1992-02-01,15.46,11.88528125819964,3.562537944698265,0.012180797102095298,11.897462055301736
STL(extent ~ trend() + season(period = 12)),1992-03-01,15.48,11.938132402323374,3.6573911981539955,-0.11552360047736876,11.822608801846005
STL(extent ~ trend() + season(period = 12)),1992-04-01,14.68,11.99098354644711,2.843680287996035,-0.15466383444314502,11.836319712003965
STL(extent ~ trend() + season(period = 12)),1992-05-01,13.22,12.043834690570844,1.408860557213173,-0.23269524778401518,11.811139442786828
STL(extent ~ trend() + season(period = 12)),1992-06-01,12.15,12.081983513764328,0.05472617205317805,0.013290314182494711,12.095273827946823
STL(extent ~ trend() + season(period = 12)),1992-07-01,10.32,12.120132336957811,-2.1824023423016774,0.3822700053438677,12.502402342301679
STL(extent ~ trend() + season(period = 12)),1992-08-01,7.93,12.158281160151295,-4.422642647695183,0.19436148754388505,12.35264264769518
STL(extent ~ trend() + season(period = 12)),1992-09-01,7.47,12.17186369421188,-5.117593850875573,0.4157301566636935,12.587593850875573
